sk_cliente,codigo_cliente,nome_cliente,sexo,faixa_etaria,renda_faixa,estado,cidade,bairro,canal_preferido,data_cadastro,cliente_ativo,cliente_flag
210,CLI0000210,Karina Gomes,Feminino,18-24,Até 2 SM,SP,Salvador,Centro,Site,2025-04-29,1,True
211,CLI0000211,Lucas Martins,Masculino,25-34,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2025-05-10,1,True
212,CLI0000212,Mariana Rocha,Feminino,35-44,4 a 8 SM,MG,Recife,Moema,Loja Física,2025-05-21,1,True
213,CLI0000213,Nicolas Dias,Masculino,45-54,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2025-06-01,1,True
214,CLI0000214,Patrícia Araujo,Feminino,55-64,12 a 20 SM,SC,Santos,Pinheiros,Site,2025-06-12,1,True
215,CLI0000215,Rafael Barbosa,Masculino,65+,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2025-06-23,1,True
216,CLI0000216,Sabrina Moura,Feminino,65+,Até 2 SM,BA,São Paulo,Santana,Loja Física,2025-07-04,1,True
217,CLI0000217,Thiago Freitas,Masculino,18-24,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2025-07-15,1,True
218,CLI0000218,Vanessa Mendes,Feminino,25-34,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2025-07-26,1,True
219,CLI0000219,William Teixeira,Masculino,35-44,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2025-08-06,1,True
220,CLI0000220,Ana Silva,Feminino,45-54,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2025-08-17,1,True
221,CLI0000221,Bruno Souza,Masculino,55-64,20+ SM,RJ,Porto Alegre,Saúde,App,2025-08-28,1,True
222,CLI0000222,Carlos Oliveira,Feminino,65+,Até 2 SM,MG,Salvador,Morumbi,Site,2025-09-08,1,True
223,CLI0000223,Daniela Santos,Masculino,65+,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2025-09-19,1,True
224,CLI0000224,Eduardo Pereira,Feminino,18-24,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2025-09-30,1,True
225,CLI0000225,Fernanda Lima,Masculino,25-34,8 a 12 SM,RS,Fortaleza,Centro,App,2025-10-11,1,True
226,CLI0000226,Gabriel Costa,Feminino,35-44,12 a 20 SM,BA,Santos,Jardins,Site,2025-10-22,1,True
227,CLI0000227,Helena Almeida,Masculino,45-54,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2025-11-02,1,True
228,CLI0000228,Igor Ribeiro,Feminino,55-64,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2025-11-13,1,True
229,CLI0000229,Juliana Carvalho,Masculino,65+,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2025-11-24,1,True
230,CLI0000230,Karina Gomes,Feminino,65+,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2025-12-05,0,0
231,CLI0000231,Lucas Martins,Masculino,18-24,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2025-12-16,1,True
232,CLI0000232,Mariana Rocha,Feminino,25-34,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2025-12-27,1,True
233,CLI0000233,Nicolas Dias,Masculino,35-44,20+ SM,PR,Porto Alegre,Butantã,App,2019-01-09,1,True
234,CLI0000234,Patrícia Araujo,Feminino,45-54,Até 2 SM,SC,Salvador,Lapa,Site,2019-01-20,1,True
235,CLI0000235,Rafael Barbosa,Masculino,55-64,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2019-01-31,1,True
236,CLI0000236,Sabrina Moura,Feminino,65+,4 a 8 SM,BA,Recife,Saúde,Loja Física,2019-02-11,1,True
237,CLI0000237,Thiago Freitas,Masculino,65+,8 a 12 SM,GO,Fortaleza,Morumbi,App,2019-02-22,1,True
238,CLI0000238,Vanessa Mendes,Feminino,18-24,12 a 20 SM,PE,Santos,Perdizes,Site,2019-03-05,1,True
239,CLI0000239,William Teixeira,Masculino,25-34,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2019-03-16,1,True
240,CLI0000240,Ana Silva,Feminino,35-44,Até 2 SM,SP,São Paulo,Centro,Loja Física,2019-03-27,1,True
241,CLI0000241,Bruno Souza,Masculino,45-54,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2019-04-07,1,True
242,CLI0000242,Carlos Oliveira,Feminino,55-64,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2019-04-18,1,True
243,CLI0000243,Daniela Santos,Masculino,65+,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2019-04-29,1,True
244,CLI0000244,Eduardo Pereira,Feminino,65+,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2019-05-10,1,True
245,CLI0000245,Fernanda Lima,Masculino,18-24,20+ SM,RS,Porto Alegre,Vila Mariana,App,2019-05-21,1,True
246,CLI0000246,Gabriel Costa,Feminino,25-34,Até 2 SM,BA,Salvador,Santana,Site,2019-06-01,1,True
247,CLI0000247,Helena Almeida,Masculino,35-44,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2019-06-12,1,True
248,CLI0000248,Igor Ribeiro,Feminino,45-54,4 a 8 SM,PE,Recife,Butantã,Loja Física,2019-06-23,1,True
249,CLI0000249,Juliana Carvalho,Masculino,55-64,8 a 12 SM,CE,Fortaleza,Lapa,App,2019-07-04,1,True
250,CLI0000250,Karina Gomes,Feminino,65+,12 a 20 SM,SP,Santos,Liberdade,Site,2019-07-15,1,True
251,CLI0000251,Lucas Martins,Masculino,65+,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2019-07-26,1,True
252,CLI0000252,Mariana Rocha,Feminino,18-24,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2019-08-06,1,True
253,CLI0000253,Nicolas Dias,Masculino,25-34,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2019-08-17,0,0
254,CLI0000254,Patrícia Araujo,Feminino,35-44,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2019-08-28,1,True
255,CLI0000255,Rafael Barbosa,Masculino,45-54,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2019-09-08,1,True
256,CLI0000256,Sabrina Moura,Feminino,55-64,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2019-09-19,1,True
257,CLI0000257,Thiago Freitas,Masculino,65+,20+ SM,GO,Porto Alegre,Moema,App,2019-09-30,1,True
258,CLI0000258,Vanessa Mendes,Feminino,65+,Até 2 SM,PE,Salvador,Tatuapé,Site,2019-10-11,1,True
259,CLI0000259,William Teixeira,Masculino,18-24,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2019-10-22,1,True
260,CLI0000260,Ana Silva,Feminino,25-34,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2019-11-02,1,True
261,CLI0000261,Bruno Souza,Masculino,35-44,8 a 12 SM,RJ,Fortaleza,Santana,App,2019-11-13,1,True
262,CLI0000262,Carlos Oliveira,Feminino,45-54,12 a 20 SM,MG,Santos,Ipiranga,Site,2019-11-24,1,True
263,CLI0000263,Daniela Santos,Masculino,55-64,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2019-12-05,1,True
264,CLI0000264,Eduardo Pereira,Feminino,65+,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2019-12-16,1,True
265,CLI0000265,Fernanda Lima,Masculino,65+,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2019-12-27,1,True
266,CLI0000266,Gabriel Costa,Feminino,18-24,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2020-01-07,1,True
267,CLI0000267,Helena Almeida,Masculino,25-34,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2020-01-18,1,True
268,CLI0000268,Igor Ribeiro,Feminino,35-44,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2020-01-29,1,True
269,CLI0000269,Juliana Carvalho,Masculino,45-54,20+ SM,CE,Porto Alegre,Bela Vista,App,2020-02-09,1,True
270,CLI0000270,Karina Gomes,Feminino,55-64,Até 2 SM,SP,Salvador,Centro,Site,2020-02-20,1,True
271,CLI0000271,Lucas Martins,Masculino,65+,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2020-03-02,1,True
272,CLI0000272,Mariana Rocha,Feminino,65+,4 a 8 SM,MG,Recife,Moema,Loja Física,2020-03-13,1,True
273,CLI0000273,Nicolas Dias,Masculino,18-24,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2020-03-24,1,True
274,CLI0000274,Patrícia Araujo,Feminino,25-34,12 a 20 SM,SC,Santos,Pinheiros,Site,2020-04-04,1,True
275,CLI0000275,Rafael Barbosa,Masculino,35-44,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2020-04-15,1,True
276,CLI0000276,Sabrina Moura,Feminino,45-54,Até 2 SM,BA,São Paulo,Santana,Loja Física,2020-04-26,0,0
277,CLI0000277,Thiago Freitas,Masculino,55-64,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2020-05-07,1,True
278,CLI0000278,Vanessa Mendes,Feminino,65+,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2020-05-18,1,True
279,CLI0000279,William Teixeira,Masculino,65+,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2020-05-29,1,True
280,CLI0000280,Ana Silva,Feminino,18-24,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2020-06-09,1,True
281,CLI0000281,Bruno Souza,Masculino,25-34,20+ SM,RJ,Porto Alegre,Saúde,App,2020-06-20,1,True
282,CLI0000282,Carlos Oliveira,Feminino,35-44,Até 2 SM,MG,Salvador,Morumbi,Site,2020-07-01,1,True
283,CLI0000283,Daniela Santos,Masculino,45-54,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2020-07-12,1,True
284,CLI0000284,Eduardo Pereira,Feminino,55-64,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2020-07-23,1,True
285,CLI0000285,Fernanda Lima,Masculino,65+,8 a 12 SM,RS,Fortaleza,Centro,App,2020-08-03,1,True
286,CLI0000286,Gabriel Costa,Feminino,65+,12 a 20 SM,BA,Santos,Jardins,Site,2020-08-14,1,True
287,CLI0000287,Helena Almeida,Masculino,18-24,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2020-08-25,1,True
288,CLI0000288,Igor Ribeiro,Feminino,25-34,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2020-09-05,1,True
289,CLI0000289,Juliana Carvalho,Masculino,35-44,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2020-09-16,1,True
290,CLI0000290,Karina Gomes,Feminino,45-54,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2020-09-27,1,True
291,CLI0000291,Lucas Martins,Masculino,55-64,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2020-10-08,1,True
292,CLI0000292,Mariana Rocha,Feminino,65+,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2020-10-19,1,True
293,CLI0000293,Nicolas Dias,Masculino,65+,20+ SM,PR,Porto Alegre,Butantã,App,2020-10-30,1,True
294,CLI0000294,Patrícia Araujo,Feminino,18-24,Até 2 SM,SC,Salvador,Lapa,Site,2020-11-10,1,True
295,CLI0000295,Rafael Barbosa,Masculino,25-34,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2020-11-21,1,True
296,CLI0000296,Sabrina Moura,Feminino,35-44,4 a 8 SM,BA,Recife,Saúde,Loja Física,2020-12-02,1,True
297,CLI0000297,Thiago Freitas,Masculino,45-54,8 a 12 SM,GO,Fortaleza,Morumbi,App,2020-12-13,1,True
298,CLI0000298,Vanessa Mendes,Feminino,55-64,12 a 20 SM,PE,Santos,Perdizes,Site,2020-12-24,1,True
299,CLI0000299,William Teixeira,Masculino,65+,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2021-01-04,0,0
300,CLI0000300,Ana Silva,Feminino,65+,Até 2 SM,SP,São Paulo,Centro,Loja Física,2021-01-15,1,True
301,CLI0000301,Bruno Souza,Masculino,18-24,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2021-01-26,1,True
302,CLI0000302,Carlos Oliveira,Feminino,25-34,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2021-02-06,1,True
303,CLI0000303,Daniela Santos,Masculino,35-44,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2021-02-17,1,True
304,CLI0000304,Eduardo Pereira,Feminino,45-54,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2021-02-28,1,True
305,CLI0000305,Fernanda Lima,Masculino,55-64,20+ SM,RS,Porto Alegre,Vila Mariana,App,2021-03-11,1,True
306,CLI0000306,Gabriel Costa,Feminino,65+,Até 2 SM,BA,Salvador,Santana,Site,2021-03-22,1,True
307,CLI0000307,Helena Almeida,Masculino,65+,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2021-04-02,1,True
308,CLI0000308,Igor Ribeiro,Feminino,18-24,4 a 8 SM,PE,Recife,Butantã,Loja Física,2021-04-13,1,True
309,CLI0000309,Juliana Carvalho,Masculino,25-34,8 a 12 SM,CE,Fortaleza,Lapa,App,2021-04-24,1,True
310,CLI0000310,Karina Gomes,Feminino,35-44,12 a 20 SM,SP,Santos,Liberdade,Site,2021-05-05,1,True
311,CLI0000311,Lucas Martins,Masculino,45-54,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2021-05-16,1,True
312,CLI0000312,Mariana Rocha,Feminino,55-64,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2021-05-27,1,True
313,CLI0000313,Nicolas Dias,Masculino,65+,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2021-06-07,1,True
314,CLI0000314,Patrícia Araujo,Feminino,65+,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2021-06-18,1,True
315,CLI0000315,Rafael Barbosa,Masculino,18-24,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2021-06-29,1,True
316,CLI0000316,Sabrina Moura,Feminino,25-34,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2021-07-10,1,True
317,CLI0000317,Thiago Freitas,Masculino,35-44,20+ SM,GO,Porto Alegre,Moema,App,2021-07-21,1,True
318,CLI0000318,Vanessa Mendes,Feminino,45-54,Até 2 SM,PE,Salvador,Tatuapé,Site,2021-08-01,1,True
319,CLI0000319,William Teixeira,Masculino,55-64,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2021-08-12,1,True
320,CLI0000320,Ana Silva,Feminino,65+,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2021-08-23,1,True
321,CLI0000321,Bruno Souza,Masculino,65+,8 a 12 SM,RJ,Fortaleza,Santana,App,2021-09-03,1,True
322,CLI0000322,Carlos Oliveira,Feminino,18-24,12 a 20 SM,MG,Santos,Ipiranga,Site,2021-09-14,0,0
323,CLI0000323,Daniela Santos,Masculino,25-34,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2021-09-25,1,True
324,CLI0000324,Eduardo Pereira,Feminino,35-44,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2021-10-06,1,True
325,CLI0000325,Fernanda Lima,Masculino,45-54,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2021-10-17,1,True
326,CLI0000326,Gabriel Costa,Feminino,55-64,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2021-10-28,1,True
327,CLI0000327,Helena Almeida,Masculino,65+,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2021-11-08,1,True
328,CLI0000328,Igor Ribeiro,Feminino,65+,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2021-11-19,1,True
329,CLI0000329,Juliana Carvalho,Masculino,18-24,20+ SM,CE,Porto Alegre,Bela Vista,App,2021-11-30,1,True
330,CLI0000330,Karina Gomes,Feminino,25-34,Até 2 SM,SP,Salvador,Centro,Site,2021-12-11,1,True
331,CLI0000331,Lucas Martins,Masculino,35-44,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2021-12-22,1,True
332,CLI0000332,Mariana Rocha,Feminino,45-54,4 a 8 SM,MG,Recife,Moema,Loja Física,2022-01-02,1,True
333,CLI0000333,Nicolas Dias,Masculino,55-64,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2022-01-13,1,True
334,CLI0000334,Patrícia Araujo,Feminino,65+,12 a 20 SM,SC,Santos,Pinheiros,Site,2022-01-24,1,True
335,CLI0000335,Rafael Barbosa,Masculino,65+,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2022-02-04,1,True
336,CLI0000336,Sabrina Moura,Feminino,18-24,Até 2 SM,BA,São Paulo,Santana,Loja Física,2022-02-15,1,True
337,CLI0000337,Thiago Freitas,Masculino,25-34,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2022-02-26,1,True
338,CLI0000338,Vanessa Mendes,Feminino,35-44,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2022-03-09,1,True
339,CLI0000339,William Teixeira,Masculino,45-54,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2022-03-20,1,True
340,CLI0000340,Ana Silva,Feminino,55-64,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2022-03-31,1,True
341,CLI0000341,Bruno Souza,Masculino,65+,20+ SM,RJ,Porto Alegre,Saúde,App,2022-04-11,1,True
342,CLI0000342,Carlos Oliveira,Feminino,65+,Até 2 SM,MG,Salvador,Morumbi,Site,2022-04-22,1,True
343,CLI0000343,Daniela Santos,Masculino,18-24,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2022-05-03,1,True
344,CLI0000344,Eduardo Pereira,Feminino,25-34,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2022-05-14,1,True
345,CLI0000345,Fernanda Lima,Masculino,35-44,8 a 12 SM,RS,Fortaleza,Centro,App,2022-05-25,0,0
346,CLI0000346,Gabriel Costa,Feminino,45-54,12 a 20 SM,BA,Santos,Jardins,Site,2022-06-05,1,True
347,CLI0000347,Helena Almeida,Masculino,55-64,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2022-06-16,1,True
348,CLI0000348,Igor Ribeiro,Feminino,65+,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2022-06-27,1,True
349,CLI0000349,Juliana Carvalho,Masculino,65+,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2022-07-08,1,True
350,CLI0000350,Karina Gomes,Feminino,18-24,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2022-07-19,1,True
351,CLI0000351,Lucas Martins,Masculino,25-34,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2022-07-30,1,True
352,CLI0000352,Mariana Rocha,Feminino,35-44,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2022-08-10,1,True
353,CLI0000353,Nicolas Dias,Masculino,45-54,20+ SM,PR,Porto Alegre,Butantã,App,2022-08-21,1,True
354,CLI0000354,Patrícia Araujo,Feminino,55-64,Até 2 SM,SC,Salvador,Lapa,Site,2022-09-01,1,True
355,CLI0000355,Rafael Barbosa,Masculino,65+,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2022-09-12,1,True
356,CLI0000356,Sabrina Moura,Feminino,65+,4 a 8 SM,BA,Recife,Saúde,Loja Física,2022-09-23,1,True
357,CLI0000357,Thiago Freitas,Masculino,18-24,8 a 12 SM,GO,Fortaleza,Morumbi,App,2022-10-04,1,True
358,CLI0000358,Vanessa Mendes,Feminino,25-34,12 a 20 SM,PE,Santos,Perdizes,Site,2022-10-15,1,True
359,CLI0000359,William Teixeira,Masculino,35-44,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2022-10-26,1,True
360,CLI0000360,Ana Silva,Feminino,45-54,Até 2 SM,SP,São Paulo,Centro,Loja Física,2022-11-06,1,True
361,CLI0000361,Bruno Souza,Masculino,55-64,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2022-11-17,1,True
362,CLI0000362,Carlos Oliveira,Feminino,65+,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2022-11-28,1,True
363,CLI0000363,Daniela Santos,Masculino,65+,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2022-12-09,1,True
364,CLI0000364,Eduardo Pereira,Feminino,18-24,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2022-12-20,1,True
365,CLI0000365,Fernanda Lima,Masculino,25-34,20+ SM,RS,Porto Alegre,Vila Mariana,App,2022-12-31,1,True
366,CLI0000366,Gabriel Costa,Feminino,35-44,Até 2 SM,BA,Salvador,Santana,Site,2023-01-11,1,True
367,CLI0000367,Helena Almeida,Masculino,45-54,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2023-01-22,1,True
368,CLI0000368,Igor Ribeiro,Feminino,55-64,4 a 8 SM,PE,Recife,Butantã,Loja Física,2023-02-02,0,0
369,CLI0000369,Juliana Carvalho,Masculino,65+,8 a 12 SM,CE,Fortaleza,Lapa,App,2023-02-13,1,True
370,CLI0000370,Karina Gomes,Feminino,65+,12 a 20 SM,SP,Santos,Liberdade,Site,2023-02-24,1,True
371,CLI0000371,Lucas Martins,Masculino,18-24,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2023-03-07,1,True
372,CLI0000372,Mariana Rocha,Feminino,25-34,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2023-03-18,1,True
373,CLI0000373,Nicolas Dias,Masculino,35-44,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2023-03-29,1,True
374,CLI0000374,Patrícia Araujo,Feminino,45-54,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2023-04-09,1,True
375,CLI0000375,Rafael Barbosa,Masculino,55-64,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2023-04-20,1,True
376,CLI0000376,Sabrina Moura,Feminino,65+,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2023-05-01,1,True
377,CLI0000377,Thiago Freitas,Masculino,65+,20+ SM,GO,Porto Alegre,Moema,App,2023-05-12,1,True
378,CLI0000378,Vanessa Mendes,Feminino,18-24,Até 2 SM,PE,Salvador,Tatuapé,Site,2023-05-23,1,True
379,CLI0000379,William Teixeira,Masculino,25-34,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2023-06-03,1,True
380,CLI0000380,Ana Silva,Feminino,35-44,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2023-06-14,1,True
381,CLI0000381,Bruno Souza,Masculino,45-54,8 a 12 SM,RJ,Fortaleza,Santana,App,2023-06-25,1,True
382,CLI0000382,Carlos Oliveira,Feminino,55-64,12 a 20 SM,MG,Santos,Ipiranga,Site,2023-07-06,1,True
383,CLI0000383,Daniela Santos,Masculino,65+,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2023-07-17,1,True
384,CLI0000384,Eduardo Pereira,Feminino,65+,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2023-07-28,1,True
385,CLI0000385,Fernanda Lima,Masculino,18-24,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2023-08-08,1,True
386,CLI0000386,Gabriel Costa,Feminino,25-34,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2023-08-19,1,True
387,CLI0000387,Helena Almeida,Masculino,35-44,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2023-08-30,1,True
388,CLI0000388,Igor Ribeiro,Feminino,45-54,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2023-09-10,1,True
389,CLI0000389,Juliana Carvalho,Masculino,55-64,20+ SM,CE,Porto Alegre,Bela Vista,App,2023-09-21,1,True
390,CLI0000390,Karina Gomes,Feminino,65+,Até 2 SM,SP,Salvador,Centro,Site,2023-10-02,1,True
391,CLI0000391,Lucas Martins,Masculino,65+,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2023-10-13,0,0
392,CLI0000392,Mariana Rocha,Feminino,18-24,4 a 8 SM,MG,Recife,Moema,Loja Física,2023-10-24,1,True
393,CLI0000393,Nicolas Dias,Masculino,25-34,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2023-11-04,1,True
394,CLI0000394,Patrícia Araujo,Feminino,35-44,12 a 20 SM,SC,Santos,Pinheiros,Site,2023-11-15,1,True
395,CLI0000395,Rafael Barbosa,Masculino,45-54,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2023-11-26,1,True
396,CLI0000396,Sabrina Moura,Feminino,55-64,Até 2 SM,BA,São Paulo,Santana,Loja Física,2023-12-07,1,True
397,CLI0000397,Thiago Freitas,Masculino,65+,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2023-12-18,1,True
398,CLI0000398,Vanessa Mendes,Feminino,65+,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2023-12-29,1,True
399,CLI0000399,William Teixeira,Masculino,18-24,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2024-01-09,1,True
400,CLI0000400,Ana Silva,Feminino,25-34,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2024-01-20,1,True
401,CLI0000401,Bruno Souza,Masculino,35-44,20+ SM,RJ,Porto Alegre,Saúde,App,2024-01-31,1,True
402,CLI0000402,Carlos Oliveira,Feminino,45-54,Até 2 SM,MG,Salvador,Morumbi,Site,2024-02-11,1,True
403,CLI0000403,Daniela Santos,Masculino,55-64,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2024-02-22,1,True
404,CLI0000404,Eduardo Pereira,Feminino,65+,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2024-03-04,1,True
405,CLI0000405,Fernanda Lima,Masculino,65+,8 a 12 SM,RS,Fortaleza,Centro,App,2024-03-15,1,True
406,CLI0000406,Gabriel Costa,Feminino,18-24,12 a 20 SM,BA,Santos,Jardins,Site,2024-03-26,1,True
407,CLI0000407,Helena Almeida,Masculino,25-34,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2024-04-06,1,True
408,CLI0000408,Igor Ribeiro,Feminino,35-44,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2024-04-17,1,True
409,CLI0000409,Juliana Carvalho,Masculino,45-54,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2024-04-28,1,True
410,CLI0000410,Karina Gomes,Feminino,55-64,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2024-05-09,1,True
411,CLI0000411,Lucas Martins,Masculino,65+,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2024-05-20,1,True
412,CLI0000412,Mariana Rocha,Feminino,65+,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2024-05-31,1,True
413,CLI0000413,Nicolas Dias,Masculino,18-24,20+ SM,PR,Porto Alegre,Butantã,App,2024-06-11,1,True
414,CLI0000414,Patrícia Araujo,Feminino,25-34,Até 2 SM,SC,Salvador,Lapa,Site,2024-06-22,0,0
415,CLI0000415,Rafael Barbosa,Masculino,35-44,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2024-07-03,1,True
416,CLI0000416,Sabrina Moura,Feminino,45-54,4 a 8 SM,BA,Recife,Saúde,Loja Física,2024-07-14,1,True
417,CLI0000417,Thiago Freitas,Masculino,55-64,8 a 12 SM,GO,Fortaleza,Morumbi,App,2024-07-25,1,True
418,CLI0000418,Vanessa Mendes,Feminino,65+,12 a 20 SM,PE,Santos,Perdizes,Site,2024-08-05,1,True
419,CLI0000419,William Teixeira,Masculino,65+,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2024-08-16,1,True
420,CLI0000420,Ana Silva,Feminino,18-24,Até 2 SM,SP,São Paulo,Centro,Loja Física,2024-08-27,1,True
